name,category,year,address,lon,lat
Hamman Auto Service,Automotive Repair & Svc,2010,"512 W Colfax Ave, South Bend, In 46601",-86.25668940000001,41.67712
Massage By Angie,Massage,2010,"108 N Main St, South Bend, In 46601",-86.2516507,41.67660619999999
Bg's Downtown Dogs,Restaurant,2010,"111 S Saint Joseph St, South Bend, In 46601",-86.24927,41.6760621
Tippecanoe Place Restaurant,Restaurant,2010,"620 W Washington St, South Bend, In 46601",-86.2578399,41.6757187
Indiana Auto Parts,Automotive Repair & Svc,2010,"3300 S Main St, South Bend, In 46601",-86.25143899999999,41.640639
Indiana Auto Parts,Scrap Metal /Junk Dealers,2010,"3300 S Main St, South Bend, In 46601",-86.25143899999999,41.640639
Saint Patrick Catholic Church,Restaurant,2010,"308 S Scott St, South Bend, In 46601",-86.2584746,41.6732508
College Football Hall Of Fame,Transient Merchant,2010,"111 S Saint Joseph St, South Bend, In 46601",-86.24927,41.6760621
South Bend Scottish Rite,Restaurant,2010,"427 N Main St, South Bend, In 46601",-86.2526029,41.6813029
Gates Downtown Service,Automotive Repair & Svc,2010,"410 W Wayne St, South Bend, In 46601",-86.2553915,41.6730795
South Bend Chocolate Co,Restaurant,2010,"615 N Michigan St, South Bend, In 46601",-86.2519755,41.68369089999999
Precision Transmission,Automotive Repair & Svc,2010,"902 S Michigan St, South Bend, In 46601",-86.2495478,41.6649108
South Bend Marriott Hotel,Hotel/Motel,2010,"123 N Dr Martin Luther King Jr, South Bend, In 46601",-86.2495117,41.6768936
Big Brothers/Big Sisters,Charitable Solicitations,2010,"105 E Jefferson Blvd, South Bend, In 46601",-86.2498234,41.6751684
Trio's Restaurant & Jazz Club,Restaurant,2010,"129 N Michigan St, South Bend, In 46601",-86.2508175,41.6773956
"Fiddler's Hearth, Inc",Restaurant,2010,"127 N Main St, South Bend, In 46601",-86.2523252,41.6772891
7-Eleven,Restaurant,2010,"333 S Logan St, South Bend, In 46601",-86.1968688,41.6732211
Saint Joseph County Jail,Restaurant,2008,"401 W Sample St, South Bend, In 46601",-86.25442799999999,41.6663529
Innisfree Bed & Breakfast,Restaurant,2008,"702 W Colfax Ave, South Bend, In 46601",-86.2596052,41.6774285
Precision Transmission,Automotive Repair & Svc,2008,"902 S Michigan St, South Bend, In 46601",-86.2495478,41.6649108
The Vine,Restaurant,2008,"103 W Colfax Ave, South Bend, In 46601",-86.25070149999999,41.6778415
Masterpiece Creations/Palais,Restaurant,2008,"105 W Colfax Ave, South Bend, In 46601",-86.2509051,41.6781414
Navarre At The Woodward,Restaurant,2008,"111 Woodward Ct, South Bend, In 46601",-86.2513738,41.6766703
"Mason's Htg, A/C & Appliance",Second Hand Dealers,2008,"118 E Sample St, South Bend, In 46601",-86.2490716,41.664973
Oliver Inn,Hotel/Motel,2008,"630 W Washington St, South Bend, In 46601",-86.2585936,41.6759376
"Zolman Tire, Inc",Automotive Repair & Svc,2008,"406 E Monroe St, South Bend, In 46601",-86.2453695,41.6706116
"Red's Worldwide, Llc",Precious Metal Dealers,2008,"1072 Lincoln Way E, South Bend, In 46601",-86.2362538,41.66319379999999
"Red's Worldwide, Llc",Second Hand Dealers,2008,"1072 Lincoln Way E, South Bend, In 46601",-86.2362538,41.66319379999999
Temple Beth-El,Restaurant,2008,"305 W Madison St, South Bend, In 46601",-86.2541899,41.6810434
V.f.w. Post 1167,Restaurant,2008,"1047 Lincoln Way E, South Bend, In 46601",-86.235976,41.66439039999999
Hedman Ptl Tire,Automotive Repair & Svc,2014,"135 N Lafayette Blvd, South Bend, In 46601",-86.2540203,41.6774212
Firestone Complete Auto Care,Automotive Repair & Svc,2014,"4921 W Western Ave, South Bend, In 46601",-86.31719389999999,41.6723819
Professional Sports Catering,Restaurant,2014,"501 W South St, South Bend, In 46601",-86.2558959,41.6698617
Lasalle Grill,Restaurant,2013,"115 W Colfax Ave, South Bend, In 46601",-86.2513338,41.6778473
Mc Donald's,Restaurant,2013,"416 N Michigan St, South Bend, In 46601",-86.2500239,41.68094680000001
Mc Donald's,Restaurant,2013,"5021 W Western Ave, South Bend, In 46601",-86.3185412,41.6725805
Bendix Family Restaurant,Restaurant,2013,"4920 W Western Ave, South Bend, In 46601",-86.3174317,41.6714562
Peggs,Restaurant,2013,"127 S Michigan St, South Bend, In 46601",-86.2506844,41.6754615
"Corby's Lounge, Inc",Restaurant,2013,"441 E Lasalle Ave, South Bend, In 46601",-86.244548,41.679311
Hope Ministries,Restaurant,2013,"432 S Lafayette Blvd, South Bend, In 46601",-86.25288060000001,41.6712413
El Paraiso,Restaurant,2013,"425 S Main St, South Bend, In 46601",-86.252521,41.6714773
Smg F&B Llc (Savor) Center Caf,Restaurant,2013,"120 S Saint Joseph St, South Bend, In 46601",-86.24801409999999,41.675853
"Centerplate / V.s.a., Inc",Restaurant,2013,"120 S Saint Joseph St, South Bend, In 46601",-86.24801409999999,41.675853
Long John Silver's ,Restaurant,2013,"4949 W Western Ave, South Bend, In 46601",-86.3175902,41.6724723
"Dainty Maid Bake Shop, Inc",Restaurant,2013,"231 S Michigan St, South Bend, In 46601",-86.2506786,41.6739111
Dew Drop Inn,Restaurant,2014,"822 S Lafayette Blvd, South Bend, In 46601",-86.2530393,41.6652577
Cushing Manor Bed & Breakfast,Restaurant,2014,"508 W Washington St, South Bend, In 46601",-86.2565307,41.6761039
"Mc Investments, Llc",Public Parking Facility,2014,"117 S William St, South Bend, In 46601",-86.2564009,41.6755304
"Mc Investments, Llc",Public Parking Facility,2014,"123 N Main St, South Bend, In 46601",-86.25235479999999,41.6771629
Episcopal Cathedral Of St Jame,Restaurant,2014,"117 N Lafayette Blvd, South Bend, In 46601",-86.2538527,41.676775
Masterpiece Creations/Bistro,Restaurant,2014,"211 N Michigan St, South Bend, In 46601",-86.250574,41.678226
Victory Bar Inc,Restaurant,2014,"907 S Michigan St, South Bend, In 46601",-86.2503175,41.6648649
Saint Joseph County Juvenile J,Restaurant,2013,"1000 S Michigan St, South Bend, In 46601",-86.2478416,41.6638829
Taco Bell / Pizza Hut ,Restaurant,2014,"221 W Lasalle Ave, South Bend, In 46601",-86.2532179,41.6792817
Oliver Inn,Restaurant,2014,"630 W Washington St, South Bend, In 46601",-86.2585936,41.6759376
Hope Ministries,Charitable Solicitations,2014,"432 S Lafayette Blvd, South Bend, In 46601",-86.25288060000001,41.6712413
South Bend Chocolate Co,Restaurant,2014,"615 N Michigan St, South Bend, In 46601",-86.2519755,41.68369089999999
Mc Cormick's,Restaurant,2014,"125 N Michigan St, South Bend, In 46601",-86.2507921,41.6772426
Precision Transmission,Automotive Repair & Svc,2014,"902 S Michigan St, South Bend, In 46601",-86.2495478,41.6649108
"Mason's Htg, A/C & Appliance",Second Hand Dealers,2014,"118 E Sample St, South Bend, In 46601",-86.2490716,41.664973
Oliver Inn,Hotel/Motel,2014,"630 W Washington St, South Bend, In 46601",-86.2585936,41.6759376
"Zolman Tire, Inc",Automotive Repair & Svc,2014,"406 E Monroe St, South Bend, In 46601",-86.2453695,41.6706116
"Red's Worldwide, Llc",Precious Metal Dealers,2014,"1072 Lincoln Way E, South Bend, In 46601",-86.2362538,41.66319379999999
"Red's Worldwide, Llc",Second Hand Dealers,2014,"1072 Lincoln Way E, South Bend, In 46601",-86.2362538,41.66319379999999
Indoor Garage Sale,Second Hand Dealers,2014,"1201 W Western Ave, South Bend, In 46601",-86.2683122,41.672481
Siam Thai Restaurant,Restaurant,2013,"211 N Main St, South Bend, In 46601",-86.2522657,41.6782009
Vickie's,Restaurant,2013,"112 W Monroe St, South Bend, In 46601",-86.25097799999999,41.6707903
East Race Concession Trailer,Restaurant,2013,"121 S Niles Ave, South Bend, In 46601",-86.2445084,41.6754404
Mindy's Downtown Grill,Restaurant,2013,"120 W Lasalle Ave, South Bend, In 46601",-86.2513705,41.6789232
"Subway Of South Bend V, Inc",Restaurant,2013,"113 W Washington St, South Bend, In 46601",-86.2510716,41.6764964
Saint Joseph County Jail,Restaurant,2014,"401 W Sample St, South Bend, In 46601",-86.25442799999999,41.6663529
Volcano Restaurant,Restaurant,2013,"3700 Lincoln Way W, South Bend, In 46601",-86.30094489999999,41.6928562
Dismas House Of South Bend,Restaurant,2014,"521 S Saint Joseph St, South Bend, In 46601",-86.2489923,41.6701037
Madison Primary School,Restaurant,2013,"832 N Lafayette Blvd, South Bend, In 46601",-86.2528036,41.6858942
Lasalle Intermediate Academy,Restaurant,2013,"2701 Elwood Ave, South Bend, In 46601",-86.2874265,41.69479250000001
Arby's Roast Beef ,Restaurant,2013,"209 W Sample St, South Bend, In 46601",-86.25235099999999,41.665737
7-Eleven,Restaurant,2014,"333 S Logan St, South Bend, In 46601",-86.1968688,41.6732211
Mark Temple Tree Service,Arborist/Tree Service,2014,"202 S Olive St, South Bend, In 46601",-86.2829836,41.6751925
"Fiddler's Hearth, Inc",Restaurant,2014,"127 N Main St, South Bend, In 46601",-86.2523252,41.6772891
Jimmy John's,Restaurant,2014,"138 S Michigan St, South Bend, In 46601",-86.2499716,41.6752818
Innisfree Bed & Breakfast,Restaurant,2014,"702 W Colfax Ave, South Bend, In 46601",-86.2596052,41.6774285
The Vine,Restaurant,2014,"103 W Colfax Ave, South Bend, In 46601",-86.25070149999999,41.6778415
Masterpiece Creations/Palais,Restaurant,2014,"105 W Colfax Ave, South Bend, In 46601",-86.2509051,41.6781414
Navarre At The Woodward,Restaurant,2014,"111 Woodward Ct, South Bend, In 46601",-86.2513738,41.6766703
Temple Beth-El,Restaurant,2014,"305 W Madison St, South Bend, In 46601",-86.2541899,41.6810434
The View Tavern,Restaurant,2014,"515 E Jefferson Blvd, South Bend, In 46601",-86.24349649999999,41.6752713
Massage By Angie,Massage,2014,"108 N Main St, South Bend, In 46601",-86.2516507,41.67660619999999
Tippecanoe Place Restaurant,Restaurant,2014,"620 W Washington St, South Bend, In 46601",-86.2578399,41.6757187
"Mc Investments, Llc",Public Parking Facility,2014,"322 S Lafayette Blvd, South Bend, In 46601",-86.2530575,41.6728642
Saint Patrick Catholic Church,Restaurant,2014,"308 S Scott St, South Bend, In 46601",-86.2584746,41.6732508
Saint Hedwig Memorial Center,Restaurant,2014,"331 S Scott St, South Bend, In 46601",-86.25920169999999,41.6728667
East Bank Emporium,Restaurant,2014,"121 S Niles Ave, South Bend, In 46601",-86.2445084,41.6754404
South Bend Scottish Rite,Restaurant,2014,"427 N Main St, South Bend, In 46601",-86.2526029,41.6813029
South Bend Chocolate Co.,Restaurant,2013,"122 S Michigan St, South Bend, In 46601",-86.2498652,41.67557600000001
Episcopal Cathedral Of St Jame,Public Parking Facility,2013,"117 N Lafayette Blvd, South Bend, In 46601",-86.2538527,41.676775
Club Fever,Restaurant,2013,"222 S Michigan St, South Bend, In 46601",-86.24990489999999,41.6742164
Army & Navy Union ,Restaurant,2013,"1121 W Western Ave, South Bend, In 46601",-86.2671024,41.67242239999999
Julio's Pizza,Restaurant,2013,"2509 S Michigan St, South Bend, In 46601",-86.2499644,41.6484517
Burger King ,Restaurant,2013,"121 W Lasalle Ave, South Bend, In 46601",-86.251611,41.6794432
"Hamilton Body Shop, Inc",Automotive Repair & Svc,2013,"910 S Lafayette Blvd, South Bend, In 46601",-86.2528718,41.6648502
The Exchange,Restaurant,2013,"112 W Jefferson Blvd, South Bend, In 46601",-86.25105549999999,41.6746816
"Hamilton Body Shop, Inc",Vehicle Removal,2013,"910 S Lafayette Blvd, South Bend, In 46601",-86.2528718,41.6648502
Cushing Manor Bed & Breakfast,Hotel/Motel,2013,"508 W Washington St, South Bend, In 46601",-86.2565307,41.6761039
Instant Lube ,Automotive Repair & Svc,2013,"5121 W Western Ave, South Bend, In 46601",-86.3197893,41.6724454
Avanti Museum Group Llc,Hotel/Motel,2013,"818 Thomas St, South Bend, In 46601",-86.2624813,41.6741196
Babcock Services,Automotive Repair & Svc,2013,"101 N Lafayette Blvd, South Bend, In 46601",-86.25399159999999,41.6766435
V.i.p. Womans Club & Soul Food,Restaurant,2013,"225 S Michigan St, South Bend, In 46601",-86.25061269999999,41.6741203
Studebaker Catering,Restaurant,2013,"620 W Washington St, South Bend, In 46601",-86.2578399,41.6757187
North Systems Technology,Second Hand Dealers,2013,"321 S Main St, South Bend, In 46601",-86.25242229999999,41.6728722
4tron Enterprise Inc.,Second Hand Dealers,2013,"301 S Lafayette Blvd, South Bend, In 46601",-86.2539122,41.6734525
Mindy's Downtown Grill,Restaurant,2009,"120 W Lasalle Ave, South Bend, In 46601",-86.2513705,41.6789232
Army & Navy Union ,Restaurant,2009,"1121 W Western Ave, South Bend, In 46601",-86.2671024,41.67242239999999
"Subway Of South Bend V, Inc",Restaurant,2009,"113 W Washington St, South Bend, In 46601",-86.2510716,41.6764964
Lasalle Grill,Restaurant,2009,"115 W Colfax Ave, South Bend, In 46601",-86.2513338,41.6778473
The Spa At Colfax,Massage,2009,"224 W Colfax Ave, South Bend, In 46601",-86.2533369,41.6775359
Mc Donald's,Restaurant,2009,"416 N Michigan St, South Bend, In 46601",-86.2500239,41.68094680000001
Mc Donald's,Restaurant,2009,"5021 W Western Ave, South Bend, In 46601",-86.3185412,41.6725805
V.f.w. Post 1167,Restaurant,2010,"1047 Lincoln Way E, South Bend, In 46601",-86.235976,41.66439039999999
Episcopal Cathedral Of St Jame,Restaurant,2010,"117 N Lafayette Blvd, South Bend, In 46601",-86.2538527,41.676775
Madison Primary School,Restaurant,2009,"832 N Lafayette Blvd, South Bend, In 46601",-86.2528036,41.6858942
Masterpiece Creations/Bistro,Restaurant,2010,"211 N Michigan St, South Bend, In 46601",-86.250574,41.678226
Julio's Pizza,Restaurant,2009,"2509 S Michigan St, South Bend, In 46601",-86.2499644,41.6484517
Lasalle Intermediate Academy,Restaurant,2009,"2701 Elwood Ave, South Bend, In 46601",-86.2874265,41.69479250000001
"Mason's Htg, A/C & Appliance",Second Hand Dealers,2010,"118 E Sample St, South Bend, In 46601",-86.2490716,41.664973
Emporium Restaurant-Old,Restaurant,2009,"121 S Niles Ave, South Bend, In 46601",-86.2445084,41.6754404
Arby's Roast Beef ,Restaurant,2009,"209 W Sample St, South Bend, In 46601",-86.25235099999999,41.665737
"Summit Club Of S.b., Inc.",Restaurant,2009,"211 W Washington St, South Bend, In 46601",-86.25245699999999,41.6766688
Saint Joseph County Juvenile J,Restaurant,2009,"1000 S Michigan St, South Bend, In 46601",-86.2478416,41.6638829
Siam Thai Restaurant,Restaurant,2009,"211 N Main St, South Bend, In 46601",-86.2522657,41.6782009
"Say ""Cheesecake"" Bakery",Restaurant,2009,"213 N Main St, South Bend, In 46601",-86.252224,41.6782635
Jersey Mike's Subs,Restaurant,2009,"111 S Saint Joseph St, South Bend, In 46601",-86.24927,41.6760621
Vickie's,Restaurant,2009,"112 W Monroe St, South Bend, In 46601",-86.25097799999999,41.6707903
South Bend/Elkhart Audubon Soc,Charitable Solicitations,2009,"401 Park Ave, South Bend, In 46601",-86.25555179999999,41.6833075
Bendix Family Restaurant,Restaurant,2009,"4920 W Western Ave, South Bend, In 46601",-86.3174317,41.6714562
"S.b.marriott ""We Proudly Brew""",Restaurant,2010,"123 N Dr Martin Luther King Jr, South Bend, In 46601",-86.2495117,41.6768936
The View Tavern,Restaurant,2010,"515 E Jefferson Blvd, South Bend, In 46601",-86.24349649999999,41.6752713
Oliver Inn,Hotel/Motel,2010,"630 W Washington St, South Bend, In 46601",-86.2585936,41.6759376
"Zolman Tire, Inc",Automotive Repair & Svc,2010,"406 E Monroe St, South Bend, In 46601",-86.2453695,41.6706116
Victory Bar Inc,Restaurant,2010,"907 S Michigan St, South Bend, In 46601",-86.2503175,41.6648649
Taco Bell / Pizza Hut ,Restaurant,2010,"221 W Lasalle Ave, South Bend, In 46601",-86.2532179,41.6792817
Oliver Inn,Restaurant,2010,"630 W Washington St, South Bend, In 46601",-86.2585936,41.6759376
Saint Joseph County Jail,Restaurant,2010,"401 W Sample St, South Bend, In 46601",-86.25442799999999,41.6663529
Volcano Restaurant,Restaurant,2009,"3700 Lincoln Way W, South Bend, In 46601",-86.30094489999999,41.6928562
O'sullivan's Crossing,Restaurant,2010,"235 S Michigan St, South Bend, In 46601",-86.25078669999999,41.673836
"Red's Worldwide, Llc",Precious Metal Dealers,2010,"1072 Lincoln Way E, South Bend, In 46601",-86.2362538,41.66319379999999
Mc Cormick's,Restaurant,2010,"125 N Michigan St, South Bend, In 46601",-86.2507921,41.6772426
"Red's Worldwide, Llc",Second Hand Dealers,2010,"1072 Lincoln Way E, South Bend, In 46601",-86.2362538,41.66319379999999
Dismas House Of South Bend,Restaurant,2010,"521 S Saint Joseph St, South Bend, In 46601",-86.2489923,41.6701037
Peggs,Restaurant,2009,"127 S Michigan St, South Bend, In 46601",-86.2506844,41.6754615
Innisfree Bed & Breakfast,Restaurant,2010,"702 W Colfax Ave, South Bend, In 46601",-86.2596052,41.6774285
The Vine,Restaurant,2010,"103 W Colfax Ave, South Bend, In 46601",-86.25070149999999,41.6778415
Masterpiece Creations/Palais,Restaurant,2010,"105 W Colfax Ave, South Bend, In 46601",-86.2509051,41.6781414
Navarre At The Woodward,Restaurant,2010,"111 Woodward Ct, South Bend, In 46601",-86.2513738,41.6766703
Temple Beth-El,Restaurant,2010,"305 W Madison St, South Bend, In 46601",-86.2541899,41.6810434
Dew Drop Inn,Restaurant,2010,"822 S Lafayette Blvd, South Bend, In 46601",-86.2530393,41.6652577
"Corby's Lounge, Inc",Restaurant,2009,"441 E Lasalle Ave, South Bend, In 46601",-86.244548,41.679311
Noma Restaurant,Restaurant,2010,"119 N Michigan St, South Bend, In 46601",-86.25074459999999,41.6771509
Hope Ministries,Restaurant,2009,"432 S Lafayette Blvd, South Bend, In 46601",-86.25288060000001,41.6712413
El Paraiso,Restaurant,2009,"425 S Main St, South Bend, In 46601",-86.252521,41.6714773
Smg F&B Llc (Savor) Center Caf,Restaurant,2009,"120 S Saint Joseph St, South Bend, In 46601",-86.24801409999999,41.675853
"Centerplate / V.s.a., Inc",Restaurant,2009,"120 S Saint Joseph St, South Bend, In 46601",-86.24801409999999,41.675853
Long John Silver's ,Restaurant,2009,"4949 W Western Ave, South Bend, In 46601",-86.3175902,41.6724723
"Dainty Maid Bake Shop, Inc",Restaurant,2009,"231 S Michigan St, South Bend, In 46601",-86.2506786,41.6739111
Allie's American Grill,Restaurant,2009,"123 N Dr Martin Luther King Jr, South Bend, In 46601",-86.2495117,41.6768936
Club Fever,Restaurant,2009,"222 S Michigan St, South Bend, In 46601",-86.24990489999999,41.6742164
Indoor Garage Sale,Second Hand Dealers,2010,"1201 W Western Ave, South Bend, In 46601",-86.2683122,41.672481
Hedman Ptl Tire,Automotive Repair & Svc,2010,"135 N Lafayette Blvd, South Bend, In 46601",-86.2540203,41.6774212
Expert Tire Store ,Automotive Repair & Svc,2010,"502 S Michigan St, South Bend, In 46601",-86.2498257,41.6706689
Firestone Complete Auto Care,Automotive Repair & Svc,2010,"4921 W Western Ave, South Bend, In 46601",-86.31719389999999,41.6723819
Professional Sports Catering,Restaurant,2010,"501 W South St, South Bend, In 46601",-86.2558959,41.6698617
Burger King ,Restaurant,2009,"121 W Lasalle Ave, South Bend, In 46601",-86.251611,41.6794432
Sean O'casey's,Restaurant,2010,"123 N Dr Martin Luther King Jr, South Bend, In 46601",-86.2495117,41.6768936
Cushing Manor Bed & Breakfast,Restaurant,2010,"508 W Washington St, South Bend, In 46601",-86.2565307,41.6761039
Inn On Historic W Washington,Restaurant,2010,"322 W Washington St, South Bend, In 46601",-86.254666,41.6760822
Inn On Historic W Washington,Hotel/Motel,2010,"322 W Washington St, South Bend, In 46601",-86.254666,41.6760822
Tom's Restaurant,Restaurant,2010,"131 S Lafayette Blvd, South Bend, In 46601",-86.2537272,41.6752853
"Mc Investments, Llc",Public Parking Facility,2010,"117 S William St, South Bend, In 46601",-86.2564009,41.6755304
Ampco System Parking,Public Parking Facility,2010,"111 S Michigan St, South Bend, In 46601",-86.25057199999999,41.6758123
Ampco System Parking,Public Parking Facility,2010,"211 N Lafayette Blvd, South Bend, In 46601",-86.25406799999999,41.6781374
Ampco System Parking,Public Parking Facility,2010,"121 E Wayne St, South Bend, In 46601",-86.24927,41.6740402
Ampco System Parking,Public Parking Facility,2010,"123 N Dr Martin Luther King Jr, South Bend, In 46601",-86.2495117,41.6768936
"Mc Investments, Llc",Public Parking Facility,2010,"123 N Main St, South Bend, In 46601",-86.25235479999999,41.6771629
Ampco System Parking,Public Parking Facility,2010,"226 S Main St, South Bend, In 46601",-86.2517462,41.6741555
South Bend Chocolate Co.,Restaurant,2009,"122 S Michigan St, South Bend, In 46601",-86.2498652,41.67557600000001
Episcopal Cathedral Of St Jame,Public Parking Facility,2009,"117 N Lafayette Blvd, South Bend, In 46601",-86.2538527,41.676775
Memorial Hospital - Centennial,Public Parking Facility,2009,"621 Memorial Dr, South Bend, In 46601",-86.2532148,41.6837976
Cushing Manor Bed & Breakfast,Hotel/Motel,2009,"508 W Washington St, South Bend, In 46601",-86.2565307,41.6761039
Memorial Hospital - Navarre,Public Parking Facility,2009,"100 W Navarre St, South Bend, In 46601",-86.2510716,41.682686
Muffler Man,Automotive Repair & Svc,2009,"2302 S Michigan St, South Bend, In 46601",-86.24921049999999,41.65029450000001
Mark's Restaurant,Restaurant,2009,"112 W Colfax Ave, South Bend, In 46601",-86.25105549999999,41.6775589
"Hansford, James A",Taxi Services,2009,"1051 Laurel Ct, South Bend, In 46601",-86.264574,41.6716428
"Bennett, Janelle R",Taxi Services,2009,"1902 S Michigan St, South Bend, In 46601",-86.24925019999999,41.6541468
"Hamilton Body Shop, Inc",Automotive Repair & Svc,2009,"910 S Lafayette Blvd, South Bend, In 46601",-86.2528718,41.6648502
"Williams, Ronnie",Taxi Services,2009,"432 S Lafayette Blvd, South Bend, In 46601",-86.25288060000001,41.6712413
The Blarney Stone,Restaurant,2009,"113 E Wayne St, South Bend, In 46601",-86.2496271,41.6739352
"Hamilton Body Shop, Inc",Vehicle Removal,2009,"910 S Lafayette Blvd, South Bend, In 46601",-86.2528718,41.6648502
Rozell Royal Ribs,Restaurant,2009,"313 Chapin St, South Bend, In 46601",-86.26158869999999,41.6728658
Innisfree Bed & Breakfast,Hotel/Motel,2009,"702 W Colfax Ave, South Bend, In 46601",-86.2596052,41.6774285
Instant Lube ,Automotive Repair & Svc,2009,"5121 W Western Ave, South Bend, In 46601",-86.3197893,41.6724454
Babcock Services,Automotive Repair & Svc,2009,"101 N Lafayette Blvd, South Bend, In 46601",-86.25399159999999,41.6766435
Madison Oyster Bar,Restaurant,2009,"129 N Main St, South Bend, In 46601",-86.25234499999999,41.677387
Miami Auto Glass,Automotive Repair & Svc,2009,"918 S Michigan St, South Bend, In 46601",-86.24956759999999,41.6645808
Idle Hours Bookshop,Second Hand Dealers,2009,"212 S Michigan St, South Bend, In 46601",-86.2501302,41.6746236
Midas / Ble Automotive,Automotive Repair & Svc,2009,"525 S Michigan St, South Bend, In 46601",-86.25069839999999,41.6700426
Lookin Good Boutique &,Second Hand Dealers,2009,"214 S Michigan St, South Bend, In 46601",-86.2501265,41.6745002
South Bend Vesuvios,Restaurant,2009,"230 S Michigan St, South Bend, In 46601",-86.24994459999999,41.67402329999999
Barnes Laundry Mat,Self Service Laundry,2009,"234 Chapin St, South Bend, In 46601",-86.26121189999999,41.6736118
Liberty Discount Outlet,Second Hand Dealers,2009,"1078 Lincoln Way E, South Bend, In 46601",-86.2353211,41.6629494
"Brinkley, Gary",Taxi Services,2009,"1226 Mccartney St, South Bend, In 46601",-86.2686096,41.69513690000001
"Jenks, Dennis L",Taxi Services,2009,"333 N Main St, South Bend, In 46601",-86.2526029,41.6800587
The Cellar Door,Restaurant,2009,"213 W Washington St, South Bend, In 46601",-86.2525605,41.6764905
Hamman Auto Service,Automotive Repair & Svc,2009,"512 W Colfax Ave, South Bend, In 46601",-86.25668940000001,41.67712
7-Eleven,Restaurant,2008,"333 S Logan St, South Bend, In 46601",-86.1968688,41.6732211
Lucky Stones,Open Air Vendors (Public/Private),2008,"211 S Michigan St, South Bend, In 46601",-86.250554,41.674476
"Williams, Ronnie",Taxi Services,2008,"432 S Lafayette Blvd, South Bend, In 46601",-86.25288060000001,41.6712413
Mark Temple Tree Service,Arborist/Tree Service,2008,"202 S Olive St, South Bend, In 46601",-86.2829836,41.6751925
Backstage Grill,Restaurant,2008,"222 S Michigan St, South Bend, In 46601",-86.24990489999999,41.6742164
Gates Chevrolet Corp.,Automotive Repair & Svc,2008,"333 W Western Ave, South Bend, In 46601",-86.254533,41.6728125
Usa Taxi,Taxi Services,2008,"1902 S Michigan St, South Bend, In 46601",-86.24925019999999,41.6541468
Barieau's Restaurant,Restaurant,2008,"123 N Michigan St, South Bend, In 46601",-86.250658,41.6771982
"Jenks, Dennis L",Taxi Services,2008,"333 N Main St, South Bend, In 46601",-86.2526029,41.6800587
"Brinkley, Gary",Taxi Services,2008,"1226 Mccartney St, South Bend, In 46601",-86.2686096,41.69513690000001
South Bend Marriott Hotel,Hotel/Motel,2008,"123 N Dr Martin Luther King Jr, South Bend, In 46601",-86.2495117,41.6768936
Ugly Mugs Cafe & Culture,Restaurant,2008,"102 N Main St, South Bend, In 46601",-86.2516177,41.6765846
Frenchies,Restaurant,2008,"230 S Michigan St, South Bend, In 46601",-86.24994459999999,41.67402329999999
"Kj's Main Cafe, Llc",Restaurant,2008,"321 S Main St, South Bend, In 46601",-86.25242229999999,41.6728722
Rum Runners,Restaurant,2008,"236 S Michigan St, South Bend, In 46601",-86.24994459999999,41.6738677
Big Brothers/Big Sisters,Charitable Solicitations,2008,"105 E Jefferson Blvd, South Bend, In 46601",-86.2498234,41.6751684
Trio's Restaurant & Jazz Club,Restaurant,2008,"129 N Michigan St, South Bend, In 46601",-86.2508175,41.6773956
Smokin Addies,Restaurant,2008,"501 Lincoln Way W, South Bend, In 46601",-86.25764149999999,41.6804947
"Raddad, Wasef",Taxi Services,2008,"509 W Wayne St, South Bend, In 46601",-86.2565043,41.67382689999999
City Of South Bend/United Way,Open Air Vendors (Public/Private),2008,"227 W Jefferson Blvd, South Bend, In 46601",-86.253079,41.67540839999999
Silver Hawks Booster Club,Charitable Solicitations,2008,"501 W South St, South Bend, In 46601",-86.2558959,41.6698617
College Football Hall Of Fame,Transient Merchant,2008,"111 S Saint Joseph St, South Bend, In 46601",-86.24927,41.6760621
South Bend Chocolate Co,Restaurant,2008,"615 N Michigan St, South Bend, In 46601",-86.2519755,41.68369089999999
"Fiddler's Hearth, Inc",Restaurant,2008,"127 N Main St, South Bend, In 46601",-86.2523252,41.6772891
Volte Restarant & Lounge,Restaurant,2008,"211 W Washington St, South Bend, In 46601",-86.25245699999999,41.6766688
Jimmy John's,Restaurant,2008,"138 S Michigan St, South Bend, In 46601",-86.2499716,41.6752818
Dew Drop Inn,Restaurant,2008,"822 S Lafayette Blvd, South Bend, In 46601",-86.2530393,41.6652577
Noma Restaurant,Restaurant,2008,"119 N Michigan St, South Bend, In 46601",-86.25074459999999,41.6771509
Sean O'casey's,Restaurant,2008,"123 N Dr Martin Luther King Jr, South Bend, In 46601",-86.2495117,41.6768936
Cushing Manor Bed & Breakfast,Restaurant,2008,"508 W Washington St, South Bend, In 46601",-86.2565307,41.6761039
Inn On Historic W Washington,Restaurant,2008,"322 W Washington St, South Bend, In 46601",-86.254666,41.6760822
Inn On Historic W Washington,Hotel/Motel,2008,"322 W Washington St, South Bend, In 46601",-86.254666,41.6760822
Tom's Restaurant,Restaurant,2008,"131 S Lafayette Blvd, South Bend, In 46601",-86.2537272,41.6752853
"Mc Investments, Llc",Public Parking Facility,2008,"117 S William St, South Bend, In 46601",-86.2564009,41.6755304
Ampco System Parking,Public Parking Facility,2008,"111 S Michigan St, South Bend, In 46601",-86.25057199999999,41.6758123
